Row,Author,Paper,Location,Country,Mult.country,Habitat type,Moment,Species English,Species scientific,Host taxonomic class,Sampling method,Hosts studied,Host infested,Infestation prevalence,Total ticks,Mean abundance,Stages,Larvae on hosts,Mean larval abundance,Host infested with larvae,Nymphs on hosts,Mean nymphal abundance,Host infested with nymphs,Adults on hosts,Mean adult abundance,Host infested with adults,"Any SD, SE or CI given",Note on confidence,Same animals AH/AF,Same reference,Multiple species,Notes,Birds,HD
0256,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,372,NA,NA,18,0.05,No,10,0.03,6,8,0.02,8,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",No,,Migratory birds included,No
0257,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Whitethroat,Sylvia communis,Bird,Scientific capturing,19,2,0.11,3,0.16,No,1,0.05,1,2,0.11,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",No,,Migratory birds included,No
0258,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Redwing thrush,Turdus iliacus,Bird,Scientific capturing,1,1,1.00,1,1.00,No,0,0.00,0,1,1.00,1,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",No,,Migratory birds included,No
0259,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Common blackbird,Turdus merula,Bird,Scientific capturing,12,5,0.42,13,1.08,No,2,0.17,2,11,0.92,4,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",No,,Migratory birds included,No
0260,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Song thrush,Turdus philomelos,Bird,Scientific capturing,6,2,0.33,8,1.33,No,3,0.50,1,5,0.83,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",No,,Migratory birds included,No
0261,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Savi's warbler,Locustella luscinioides,Bird,Scientific capturing,26,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",No,,Migratory birds included,No
0262,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Wood warbler,Phylloscopus sibilatrix,Bird,Scientific capturing,19,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",No,,Migratory birds included,No
0263,"Hornok et al., (2014)",088,Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Other bird species (unspecified),NA,Bird,Scientific capturing,333,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",Yes,,Migratory birds included,No
0264,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Tree pipit,Anthus trivialis,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0265,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian goldfinch,Carduelis carduelis,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0266,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,European greenfinch,Carduelis chloris,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0267,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian siskin,Carduelis spinus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0268,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Hawfinch,Coccothraustes coccothraustes,Bird,Scientific capturing,9,1,0.11,3,0.33,Yes,2,0.22,NA,1,0.11,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0269,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0270,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Yellowhammer,Emberiza citrinella,Bird,Scientific capturing,11,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0271,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,European robin,Erithacus rubecula,Bird,Scientific capturing,17,12,0.71,57,3.35,Yes,55,3.24,NA,2,0.12,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0272,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Collared flycatcher,Ficedula albicollis,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0273,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,20,4,0.20,6,0.30,Yes,2,0.10,NA,4,0.20,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0274,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian jay,Garrulus glandarius,Bird,Scientific capturing,1,1,1.00,2,2.00,Yes,2,2.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0275,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,15,3,0.20,3,0.20,Yes,3,0.20,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0276,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Great tit,Parus major,Bird,Scientific capturing,12,8,0.67,24,2.00,Yes,22,1.83,NA,2,0.17,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0277,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Marsh tit,Poecile palustris,Bird,Scientific capturing,8,2,0.25,2,0.25,Yes,1,0.13,NA,1,0.13,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0278,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Coal tit,Periparus ater,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0279,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,27,3,0.11,5,0.19,Yes,5,0.19,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0280,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Dunnock,Prunella modularis,Bird,Scientific capturing,2,1,0.50,29,14.50,Yes,26,13.00,NA,3,1.50,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0281,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,5,3,0.60,12,2.40,Yes,10,2.00,NA,2,0.40,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0282,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0283,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,1,1.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0284,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Common blackbird,Turdus merula,Bird,Scientific capturing,6,6,1.00,54,9.00,Yes,17,2.83,NA,37,6.17,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0285,"Hubalek et al., (1995)",093,"Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Song thrush,Turdus philomelos,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0286,Humair & Gern (1998),096,Near Neuchatel (Canton of Neuchatel and Canton of Jura),Switzerland,No,NA,"March 1994, April and June 1996",Eurasian red squirrel,Sciurus vulgaris,Mammal,Road kill,6,5,0.83,981,163.50,Yes,409,68.17,5,570,95.00,5,2,0.33,2,No,NA,No,NA,No,,No birds,Yes
0287,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,78,71,0.91,1075,13.78,Yes,1049,13.45,NA,26,0.33,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0288,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Apodemus spp.,Apodemus spp.,Mammal,Scientific capturing,4,4,1.00,18,4.50,Yes,18,4.50,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,Half,,No birds,Yes
0289,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,70,65,0.93,647,9.24,Yes,632,9.03,NA,15,0.21,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0290,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Field vole,Microtus agrestis,Mammal,Scientific capturing,1,1,1.00,27,27.00,Yes,27,27.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0291,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Bank vole,Myodes glareolus,Mammal,Scientific capturing,143,111,0.78,763,5.34,Yes,739,5.17,NA,24,0.17,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0292,"Humair et al., (1993a)",097,"Staatswald, Berne",Switzerland,No,Humid woodland,April - October 1988,Common shrew,Sorex araneus,Mammal,Scientific capturing,20,16,0.80,137,6.85,Yes,137,6.85,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0293,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Common kingfisher,Alcedo atthis,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0294,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,8,1,0.13,2,0.25,Yes,2,0.25,NA,0,0.00,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 0,7",No,NA,No,,Non-migrating birds,Yes
0295,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0296,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,European robin,Erithacus rubecula,Bird,Scientific capturing,42,35,0.83,186,4.43,Yes,153,3.64,NA,33,0.79,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 6,1; Mean nymphal abundance = 1,1",No,NA,No,,Non-migrating birds,Yes
0297,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Europaen pied flycatcher,Ficedula hypoleuca,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0298,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,3,3,1.00,11,3.67,Yes,6,2.00,NA,5,1.67,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 1,0; Mean nymphal abundance = 2,9",No,NA,No,,Non-migrating birds,Yes
0299,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Eurasian jay,Garrulus glandarius,Bird,Scientific capturing,1,1,1.00,2,2.00,Yes,1,1.00,NA,1,1.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0300,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Great tit,Parus major,Bird,Scientific capturing,24,14,0.58,47,1.96,Yes,39,1.63,NA,8,0.33,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 2,4; Mean nymphal abundance = 0,8",No,NA,No,,Non-migrating birds,Yes
0301,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Willow tit,Poecile montanus,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0302,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Coal tit,Periparus ater,Bird,Scientific capturing,5,1,0.20,6,1.20,Yes,6,1.20,NA,0,0.00,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 2,7",No,NA,No,,Non-migrating birds,Yes
0303,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0304,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Marsh tit,Poecile palustris,Bird,Scientific capturing,7,2,0.29,5,0.71,Yes,3,0.43,NA,2,0.29,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 0,8; Mean nymphal abundance = 0,8",No,NA,No,,Non-migrating birds,Yes
0305,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Common firecrest,Regulus ignicapilla,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0306,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Goldcrest,Regulus regulus,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,Yes
0307,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,9,3,0.33,7,0.78,Yes,2,0.22,NA,5,0.56,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 0,4; Mean nymphal abundance = 1,0",No,NA,No,,Non-migrating birds,Yes
0308,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,33,13,0.39,17,0.52,Yes,13,0.39,NA,4,0.12,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 0,7; Mean nymphal abundance = 0,3",No,NA,No,,Non-migrating birds,Yes
0309,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Garden warbler,Sylvia borin,Bird,Scientific capturing,7,1,0.14,1,0.14,Yes,0,0.00,NA,1,0.14,NA,0,0.00,NA,Yes,"Mean nymphal abundance SD = 0,4",No,NA,No,,Non-migrating birds,Yes
0310,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,2,2,1.00,13,6.50,Yes,12,6.00,NA,1,0.50,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 7,1; Mean nymphal abundance = 0,7",No,NA,No,,Non-migrating birds,Yes
0311,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Common blackbird,Turdus merula,Bird,Scientific capturing,17,14,0.82,126,7.41,Yes,39,2.29,NA,87,5.12,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 2,1; Mean nymphal abundance = 5,0",No,NA,No,,Non-migrating birds,Yes
0312,"Humair et al., (1993b)",098,"Staatswald, Canton of Berne",Switzerland,No,Forest,May - October 1988,Song thrush,Turdus philomelos,Bird,Scientific capturing,6,5,0.83,39,6.50,Yes,24,4.00,NA,15,2.50,NA,0,0.00,NA,Yes,"Mean larval abundance SD = 3,6; Mean nymphal abundance = 1,5",No,NA,No,,Non-migrating birds,Yes
0313,Jaenson & Talleklint (1996),099,Stora Kalsö (Island) and Gotska Sandön (Island) in the Baltic Sea,Sweden,No,NA,September 1992 and August-September 1993,Mountain hare,Lepus timidus,Mammal,Scientific capturing/hunting,20,NA,NA,7795,389.75,Yes,6680,334.00,NA,900,45.00,NA,215,10.75,NA,Yes,"The range of number of larvae, nymphs, female adults and male adults is given per area and per moment of collection",No,NA,No,,No birds,No
0314,"Jahfari et al., (2017)",101,Herenthout and Heusen-Zolder in the Campine region,Belgium,No,Gardens and urban areas,2014 and 2015 between end of April and end of October,Western European hedgehog,Erinaceus europaeus,Mammal,Civilian capture,54,NA,NA,73,1.35,Yes,7,0.13,NA,29,0.54,NA,37,0.69,NA,No,NA,AF,"Jahfari et al., (2017)",No,,No birds,No
0315,"James et al., (2011)",102,"Tarbet, Southwest Scotland (56°12'N, 4°42'W)",UK,No,"Ancient oak forest Quercus sp., a rural garden dominated by rhododendrons Rhododendron sp. and other shrubs and regenerating woodland consisting mostly of Birch Betula sp., with occasional willows Salix sp., rowans Sorbus sp., oaks and holly Ilex sp. and selfset rhododendrons",April - October 2028,Long-tailed bushtit,Aegithalos caudatus,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,Yes
0316,"James et al., (2011)",102,"Tarbet, Southwest Scotland (56°12'N, 4°42'W)",UK,No,"Ancient oak forest Quercus sp., a rural garden dominated by rhododendrons Rhododendron sp. and other shrubs and regenerating woodland consisting mostly of Birch Betula sp., with occasional willows Salix sp., rowans Sorbus sp., oaks and holly Ilex sp. and selfset rhododendrons",April - October 2028,Eurasian goldfinch,Carduelis carduelis,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,Yes
0317,"James et al., (2011)",102,"Tarbet, Southwest Scotland (56°12'N, 4°42'W)",UK,No,"Ancient oak forest Quercus sp., a rural garden dominated by rhododendrons Rhododendron sp. and other shrubs and regenerating woodland consisting mostly of Birch Betula sp., with occasional willows Salix sp., rowans Sorbus sp., oaks and holly Ilex sp. and selfset rhododendrons",April - October 2009,European greenfinch,Carduelis chloris,Bird,Scientific capturing,60,3,0.05,25,0.42,Yes,22,0.37,15,3,0.05,3,0,0.00,0,Yes,Mean larval/nymphal abundance SE is given,No,NA,No,,Non-migrating birds,Yes
